"age","-","state","-","kind","-",deaths,population,-
"75-84 years","75-84","West Virginia","54","Non-Injury: Complications of medical and surgical care","GR113-135",11,109552,Unreliable
"75-84 years","75-84","West Virginia","54","Non-Injury: Diabetes mellitus","GR113-046",219,109552,199.9
"75-84 years","75-84","West Virginia","54","Non-Injury: Diseases of Heart","GR113 055-068",1325,109552,1209.5
"75-84 years","75-84","West Virginia","54","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",67,109552,61.2
"75-84 years","75-84","West Virginia","54","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",48,109552,43.8
"75-84 years","75-84","West Virginia","54","Non-Injury: Influenza & Pneumonia","GR113 077-078",128,109552,116.8
"75-84 years","75-84","West Virginia","54","Non-Injury: Intestinal infections","GR113 001-003",26,109552,23.7
"75-84 years","75-84","West Virginia","54","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",1265,109552,1154.7
"75-84 years","75-84","West Virginia","54","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",137,109552,125.1
"75-84 years","75-84","West Virginia","54","Non-Injury: Nutritional Deficiencies","GR113 048-049",12,109552,Unreliable
"75-84 years","75-84","West Virginia","54","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",19,109552,Unreliable
"75-84 years","75-84","West Virginia","54","Non-Injury: Other diseases of respiratory system","GR113-089",109,109552,99.5
"75-84 years","75-84","West Virginia","54","Non-Injury: Other diseases of the circulatory system","GR113 073-074",35,109552,31.9
"75-84 years","75-84","West Virginia","54","Non-Injury: Parkinsons disease","GR113-051",105,109552,95.8
"75-84 years","75-84","West Virginia","54","Non-Injury: Pneumoconioses and chemical effects","GR113-087",15,109552,Unreliable
"75-84 years","75-84","West Virginia","54","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",40,109552,36.5
"75-84 years","75-84","West Virginia","54","Non-Injury: Septicemia","GR113-010",96,109552,87.6
"75-84 years","75-84","West Virginia","54","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",97,109552,88.5
"75-84 years","75-84","West Virginia","54","Suffocation","GRINJ-017",12,109552,Unreliable
"75-84 years","75-84","Wisconsin","55","Fall","GRINJ-003",454,294186,154.3
"75-84 years","75-84","Wisconsin","55","Firearm","GRINJ-006",43,294186,14.6
"75-84 years","75-84","Wisconsin","55","Motor Vehicle Traffic","GRINJ-008",45,294186,15.3
"75-84 years","75-84","Wisconsin","55","Natural/Environmental","GRINJ-013",14,294186,Unreliable
"75-84 years","75-84","Wisconsin","55","Non-Injury: All other diseases (Residual)","GR113-111",1828,294186,621.4
"75-84 years","75-84","Wisconsin","55","Non-Injury: Alzheimers disease","GR113-052",570,294186,193.8
"75-84 years","75-84","Wisconsin","55","Non-Injury: Anemias","GR113-045",27,294186,9.2
"75-84 years","75-84","Wisconsin","55","Non-Injury: Atherosclerosis","GR113-071",33,294186,11.2
"75-84 years","75-84","Wisconsin","55","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",661,294186,224.7
"75-84 years","75-84","Wisconsin","55","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",21,294186,7.1
"75-84 years","75-84","Wisconsin","55","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",88,294186,29.9
"75-84 years","75-84","Wisconsin","55","Non-Injury: Chronic lower respiratory diseases","GR113 082",950,294186,322.9
"75-84 years","75-84","Wisconsin","55","Non-Injury: Complications of medical and surgical care","GR113-135",15,294186,Unreliable
"75-84 years","75-84","Wisconsin","55","Non-Injury: Diabetes mellitus","GR113-046",403,294186,137.0
"75-84 years","75-84","Wisconsin","55","Non-Injury: Diseases of Heart","GR113 055-068",2915,294186,990.9
"75-84 years","75-84","Wisconsin","55","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",129,294186,43.8
"75-84 years","75-84","Wisconsin","55","Non-Injury: Hernia","GR113-092",14,294186,Unreliable
"75-84 years","75-84","Wisconsin","55","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",119,294186,40.5
"75-84 years","75-84","Wisconsin","55","Non-Injury: Infections of kidney","GR113-102",11,294186,Unreliable
"75-84 years","75-84","Wisconsin","55","Non-Injury: Influenza & Pneumonia","GR113 077-078",175,294186,59.5
"75-84 years","75-84","Wisconsin","55","Non-Injury: Intestinal infections","GR113 001-003",51,294186,17.3
"75-84 years","75-84","Wisconsin","55","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",3177,294186,1079.9
"75-84 years","75-84","Wisconsin","55","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",273,294186,92.8
"75-84 years","75-84","Wisconsin","55","Non-Injury: Nutritional Deficiencies","GR113 048-049",49,294186,16.7
"75-84 years","75-84","Wisconsin","55","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",38,294186,12.9
"75-84 years","75-84","Wisconsin","55","Non-Injury: Other diseases of respiratory system","GR113-089",228,294186,77.5
"75-84 years","75-84","Wisconsin","55","Non-Injury: Other diseases of the circulatory system","GR113 073-074",134,294186,45.5
"75-84 years","75-84","Wisconsin","55","Non-Injury: Parkinsons disease","GR113-051",318,294186,108.1
"75-84 years","75-84","Wisconsin","55","Non-Injury: Peptic ulcer","GR113-090",18,294186,Unreliable
"75-84 years","75-84","Wisconsin","55","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",121,294186,41.1
"75-84 years","75-84","Wisconsin","55","Non-Injury: Septicemia","GR113-010",147,294186,50.0
"75-84 years","75-84","Wisconsin","55","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",31,294186,10.5
"75-84 years","75-84","Wisconsin","55","Poisoning","GRINJ-015",11,294186,Unreliable
"75-84 years","75-84","Wisconsin","55","Suffocation","GRINJ-017",21,294186,7.1
"75-84 years","75-84","Wisconsin","55","Unspecified Injury","GRINJ-020",15,294186,Unreliable
"75-84 years","75-84","Wyoming","56","Fall","GRINJ-003",23,27598,83.3
"75-84 years","75-84","Wyoming","56","Firearm","GRINJ-006",11,27598,Unreliable
"75-84 years","75-84","Wyoming","56","Non-Injury: All other diseases (Residual)","GR113-111",142,27598,514.5
"75-84 years","75-84","Wyoming","56","Non-Injury: Alzheimers disease","GR113-052",70,27598,253.6
"75-84 years","75-84","Wyoming","56","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",61,27598,221.0
"75-84 years","75-84","Wyoming","56","Non-Injury: Chronic lower respiratory diseases","GR113 082",124,27598,449.3
"75-84 years","75-84","Wyoming","56","Non-Injury: Diabetes mellitus","GR113-046",43,27598,155.8
"75-84 years","75-84","Wyoming","56","Non-Injury: Diseases of Heart","GR113 055-068",261,27598,945.7
"75-84 years","75-84","Wyoming","56","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",11,27598,Unreliable
"75-84 years","75-84","Wyoming","56","Non-Injury: Influenza & Pneumonia","GR113 077-078",17,27598,Unreliable
"75-84 years","75-84","Wyoming","56","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",293,27598,1061.7
"75-84 years","75-84","Wyoming","56","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",16,27598,Unreliable
"75-84 years","75-84","Wyoming","56","Non-Injury: Other diseases of respiratory system","GR113-089",29,27598,105.1
"75-84 years","75-84","Wyoming","56","Non-Injury: Other diseases of the circulatory system","GR113 073-074",13,27598,Unreliable
"75-84 years","75-84","Wyoming","56","Non-Injury: Parkinsons disease","GR113-051",24,27598,87.0
"85+ years","85+","Nebraska","31","Fall","GRINJ-003",111,43058,257.8
"85+ years","85+","Nebraska","31","Non-Injury: All other diseases (Residual)","GR113-111",1191,43058,2766.0
"85+ years","85+","Nebraska","31","Non-Injury: Alzheimers disease","GR113-052",520,43058,1207.7
"85+ years","85+","Nebraska","31","Non-Injury: Anemias","GR113-045",10,43058,Unreliable
"85+ years","85+","Nebraska","31","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",346,43058,803.6
"85+ years","85+","Nebraska","31","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",17,43058,Unreliable
"85+ years","85+","Nebraska","31","Non-Injury: Chronic lower respiratory diseases","GR113 082",307,43058,713.0
"85+ years","85+","Nebraska","31","Non-Injury: Diabetes mellitus","GR113-046",119,43058,276.4
"85+ years","85+","Nebraska","31","Non-Injury: Diseases of Heart","GR113 055-068",1604,43058,3725.2
"85+ years","85+","Nebraska","31","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",133,43058,308.9
"85+ years","85+","Nebraska","31","Non-Injury: Hernia","GR113-092",11,43058,Unreliable
"85+ years","85+","Nebraska","31","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",37,43058,85.9
"85+ years","85+","Nebraska","31","Non-Injury: Influenza & Pneumonia","GR113 077-078",168,43058,390.2
"85+ years","85+","Nebraska","31","Non-Injury: Intestinal infections","GR113 001-003",10,43058,Unreliable
"85+ years","85+","Nebraska","31","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",708,43058,1644.3
"85+ years","85+","Nebraska","31","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",112,43058,260.1
"85+ years","85+","Nebraska","31","Non-Injury: Nutritional Deficiencies","GR113 048-049",31,43058,72.0
"85+ years","85+","Nebraska","31","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",23,43058,53.4
"85+ years","85+","Nebraska","31","Non-Injury: Other diseases of respiratory system","GR113-089",89,43058,206.7
"85+ years","85+","Nebraska","31","Non-Injury: Other diseases of the circulatory system","GR113 073-074",37,43058,85.9
"85+ years","85+","Nebraska","31","Non-Injury: Parkinsons disease","GR113-051",112,43058,260.1
"85+ years","85+","Nebraska","31","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",82,43058,190.4
"85+ years","85+","Nebraska","31","Non-Injury: Septicemia","GR113-010",51,43058,118.4
"85+ years","85+","Nebraska","31","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",100,43058,232.2
"85+ years","85+","Nebraska","31","Suffocation","GRINJ-017",19,43058,Unreliable
"85+ years","85+","Nebraska","31","Unspecified Injury","GRINJ-020",16,43058,Unreliable
"85+ years","85+","Nevada","32","Fall","GRINJ-003",118,44816,263.3
"85+ years","85+","Nevada","32","Firearm","GRINJ-006",16,44816,Unreliable
"85+ years","85+","Nevada","32","Motor Vehicle Traffic","GRINJ-008",14,44816,Unreliable
"85+ years","85+","Nevada","32","Non-Injury: All other diseases (Residual)","GR113-111",952,44816,2124.2
"85+ years","85+","Nevada","32","Non-Injury: Alzheimers disease","GR113-052",383,44816,854.6
"85+ years","85+","Nevada","32","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",428,44816,955.0
"85+ years","85+","Nevada","32","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",13,44816,Unreliable
"85+ years","85+","Nevada","32","Non-Injury: Chronic lower respiratory diseases","GR113 082",387,44816,863.5
"85+ years","85+","Nevada","32","Non-Injury: Diabetes mellitus","GR113-046",114,44816,254.4
"85+ years","85+","Nevada","32","Non-Injury: Diseases of Heart","GR113 055-068",1917,44816,4277.5
"85+ years","85+","Nevada","32","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",106,44816,236.5
"85+ years","85+","Nevada","32","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",30,44816,66.9
"85+ years","85+","Nevada","32","Non-Injury: Influenza & Pneumonia","GR113 077-078",107,44816,238.8
"85+ years","85+","Nevada","32","Non-Injury: Intestinal infections","GR113 001-003",12,44816,Unreliable
"85+ years","85+","Nevada","32","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",808,44816,1802.9
"85+ years","85+","Nevada","32","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",64,44816,142.8
"85+ years","85+","Nevada","32","Non-Injury: Nutritional Deficiencies","GR113 048-049",68,44816,151.7
"85+ years","85+","Nevada","32","Non-Injury: Other diseases of respiratory system","GR113-089",36,44816,80.3
"85+ years","85+","Nevada","32","Non-Injury: Other diseases of the circulatory system","GR113 073-074",13,44816,Unreliable
"85+ years","85+","Nevada","32","Non-Injury: Parkinsons disease","GR113-051",76,44816,169.6
"85+ years","85+","Nevada","32","Non-Injury: Peptic ulcer","GR113-090",16,44816,Unreliable
"85+ years","85+","Nevada","32","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",28,44816,62.5
"85+ years","85+","Nevada","32","Non-Injury: Septicemia","GR113-010",42,44816,93.7
"85+ years","85+","Nevada","32","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",73,44816,162.9
"85+ years","85+","New Hampshire","33","Fall","GRINJ-003",132,30241,436.5
"85+ years","85+","New Hampshire","33","Non-Injury: All other diseases (Residual)","GR113-111",895,30241,2959.6
"85+ years","85+","New Hampshire","33","Non-Injury: Alzheimers disease","GR113-052",317,30241,1048.2
"85+ years","85+","New Hampshire","33","Non-Injury: Anemias","GR113-045",11,30241,Unreliable
"85+ years","85+","New Hampshire","33","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",233,30241,770.5
"85+ years","85+","New Hampshire","33","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",10,30241,Unreliable
"85+ years","85+","New Hampshire","33","Non-Injury: Chronic lower respiratory diseases","GR113 082",228,30241,753.9
"85+ years","85+","New Hampshire","33","Non-Injury: Diabetes mellitus","GR113-046",76,30241,251.3
"85+ years","85+","New Hampshire","33","Non-Injury: Diseases of Heart","GR113 055-068",1180,30241,3902.0
"85+ years","85+","New Hampshire","33","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",53,30241,175.3
"85+ years","85+","New Hampshire","33","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",20,30241,66.1
"85+ years","85+","New Hampshire","33","Non-Injury: Influenza & Pneumonia","GR113 077-078",92,30241,304.2
"85+ years","85+","New Hampshire","33","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",497,30241,1643.5
"85+ years","85+","New Hampshire","33","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",87,30241,287.7
"85+ years","85+","New Hampshire","33","Non-Injury: Nutritional Deficiencies","GR113 048-049",21,30241,69.4
"85+ years","85+","New Hampshire","33","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",10,30241,Unreliable
"85+ years","85+","New Hampshire","33","Non-Injury: Other diseases of respiratory system","GR113-089",72,30241,238.1
"85+ years","85+","New Hampshire","33","Non-Injury: Other diseases of the circulatory system","GR113 073-074",37,30241,122.4
"85+ years","85+","New Hampshire","33","Non-Injury: Parkinsons disease","GR113-051",70,30241,231.5
"85+ years","85+","New Hampshire","33","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",49,30241,162.0
"85+ years","85+","New Hampshire","33","Non-Injury: Septicemia","GR113-010",31,30241,102.5
"85+ years","85+","New Hampshire","33","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",62,30241,205.0
"85+ years","85+","New Hampshire","33","Unspecified Injury","GRINJ-020",13,30241,Unreliable
"85+ years","85+","New Jersey","34","Fall","GRINJ-003",262,203104,129.0
"85+ years","85+","New Jersey","34","Firearm","GRINJ-006",11,203104,Unreliable
"85+ years","85+","New Jersey","34","Motor Vehicle Traffic","GRINJ-008",23,203104,11.3
"85+ years","85+","New Jersey","34","Non-Injury: All other diseases (Residual)","GR113-111",4461,203104,2196.4
"85+ years","85+","New Jersey","34","Non-Injury: Alzheimers disease","GR113-052",1821,203104,896.6
"85+ years","85+","New Jersey","34","Non-Injury: Anemias","GR113-045",88,203104,43.3
"85+ years","85+","New Jersey","34","Non-Injury: Atherosclerosis","GR113-071",93,203104,45.8
"85+ years","85+","New Jersey","34","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",1608,203104,791.7
"85+ years","85+","New Jersey","34","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",34,203104,16.7
"85+ years","85+","New Jersey","34","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",42,203104,20.7
"85+ years","85+","New Jersey","34","Non-Injury: Chronic lower respiratory diseases","GR113 082",1115,203104,549.0
"85+ years","85+","New Jersey","34","Non-Injury: Complications of medical and surgical care","GR113-135",35,203104,17.2
"85+ years","85+","New Jersey","34","Non-Injury: Diabetes mellitus","GR113-046",451,203104,222.1
"85+ years","85+","New Jersey","34","Non-Injury: Diseases of Heart","GR113 055-068",8739,203104,4302.7
"85+ years","85+","New Jersey","34","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",401,203104,197.4
"85+ years","85+","New Jersey","34","Non-Injury: Hernia","GR113-092",16,203104,Unreliable
"85+ years","85+","New Jersey","34","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",177,203104,87.1
"85+ years","85+","New Jersey","34","Non-Injury: Influenza & Pneumonia","GR113 077-078",574,203104,282.6
"85+ years","85+","New Jersey","34","Non-Injury: Intestinal infections","GR113 001-003",70,203104,34.5
"85+ years","85+","New Jersey","34","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",3203,203104,1577.0
"85+ years","85+","New Jersey","34","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",632,203104,311.2
"85+ years","85+","New Jersey","34","Non-Injury: Nutritional Deficiencies","GR113 048-049",138,203104,67.9
"85+ years","85+","New Jersey","34","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",55,203104,27.1
"85+ years","85+","New Jersey","34","Non-Injury: Other diseases of respiratory system","GR113-089",655,203104,322.5
"85+ years","85+","New Jersey","34","Non-Injury: Other diseases of the circulatory system","GR113 073-074",157,203104,77.3
"85+ years","85+","New Jersey","34","Non-Injury: Other disorders of circulatory system","GR113-075",21,203104,10.3
"85+ years","85+","New Jersey","34","Non-Injury: Parkinsons disease","GR113-051",377,203104,185.6
"85+ years","85+","New Jersey","34","Non-Injury: Peptic ulcer","GR113-090",23,203104,11.3
"85+ years","85+","New Jersey","34","Non-Injury: Pneumoconioses and chemical effects","GR113-087",12,203104,Unreliable
"85+ years","85+","New Jersey","34","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",365,203104,179.7
"85+ years","85+","New Jersey","34","Non-Injury: Septicemia","GR113-010",669,203104,329.4
"85+ years","85+","New Jersey","34","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",480,203104,236.3
"85+ years","85+","New Jersey","34","Suffocation","GRINJ-017",56,203104,27.6
"85+ years","85+","New Jersey","34","Unspecified Injury","GRINJ-020",147,203104,72.4
"85+ years","85+","New Mexico","35","Fall","GRINJ-003",193,41409,466.1
"85+ years","85+","New Mexico","35","Firearm","GRINJ-006",15,41409,Unreliable
"85+ years","85+","New Mexico","35","Non-Injury: All other diseases (Residual)","GR113-111",836,41409,2018.9
"85+ years","85+","New Mexico","35","Non-Injury: Alzheimers disease","GR113-052",346,41409,835.6
"85+ years","85+","New Mexico","35","Non-Injury: Atherosclerosis","GR113-071",12,41409,Unreliable
"85+ years","85+","New Mexico","35","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",378,41409,912.8
"85+ years","85+","New Mexico","35","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",12,41409,Unreliable
"85+ years","85+","New Mexico","35","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",17,41409,Unreliable
"85+ years","85+","New Mexico","35","Non-Injury: Chronic lower respiratory diseases","GR113 082",333,41409,804.2
"85+ years","85+","New Mexico","35","Non-Injury: Diabetes mellitus","GR113-046",121,41409,292.2
"85+ years","85+","New Mexico","35","Non-Injury: Diseases of Heart","GR113 055-068",1541,41409,3721.4
"85+ years","85+","New Mexico","35","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",62,41409,149.7
"85+ years","85+","New Mexico","35","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",24,41409,58.0
"85+ years","85+","New Mexico","35","Non-Injury: Influenza & Pneumonia","GR113 077-078",105,41409,253.6
"85+ years","85+","New Mexico","35","Non-Injury: Intestinal infections","GR113 001-003",14,41409,Unreliable
"85+ years","85+","New Mexico","35","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",591,41409,1427.2
"85+ years","85+","New Mexico","35","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",109,41409,263.2
"85+ years","85+","New Mexico","35","Non-Injury: Nutritional Deficiencies","GR113 048-049",128,41409,309.1
"85+ years","85+","New Mexico","35","Non-Injury: Other diseases of respiratory system","GR113-089",81,41409,195.6
"85+ years","85+","New Mexico","35","Non-Injury: Other diseases of the circulatory system","GR113 073-074",31,41409,74.9
"85+ years","85+","New Mexico","35","Non-Injury: Other disorders of circulatory system","GR113-075",11,41409,Unreliable
"85+ years","85+","New Mexico","35","Non-Injury: Parkinsons disease","GR113-051",79,41409,190.8
"85+ years","85+","New Mexico","35","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",26,41409,62.8
"85+ years","85+","New Mexico","35","Non-Injury: Septicemia","GR113-010",48,41409,115.9
"85+ years","85+","New Mexico","35","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",15,41409,Unreliable
"85+ years","85+","New York","36","Fall","GRINJ-003",799,460001,173.7
"85+ years","85+","New York","36","Fire/Flame","GRINJ-004",13,460001,Unreliable
"85+ years","85+","New York","36","Firearm","GRINJ-006",27,460001,5.9
"85+ years","85+","New York","36","Motor Vehicle Traffic","GRINJ-008",54,460001,11.7
"85+ years","85+","New York","36","Natural/Environmental","GRINJ-013",12,460001,Unreliable
"85+ years","85+","New York","36","Non-Injury: All other diseases (Residual)","GR113-111",9439,460001,2052.0
"85+ years","85+","New York","36","Non-Injury: Alzheimers disease","GR113-052",2680,460001,582.6
"85+ years","85+","New York","36","Non-Injury: Anemias","GR113-045",94,460001,20.4
"85+ years","85+","New York","36","Non-Injury: Atherosclerosis","GR113-071",198,460001,43.0
"85+ years","85+","New York","36","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",2692,460001,585.2
"85+ years","85+","New York","36","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",115,460001,25.0
"85+ years","85+","New York","36","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",81,460001,17.6
"85+ years","85+","New York","36","Non-Injury: Chronic lower respiratory diseases","GR113 082",2376,460001,516.5
"85+ years","85+","New York","36","Non-Injury: Complications of medical and surgical care","GR113-135",71,460001,15.4
"85+ years","85+","New York","36","Non-Injury: Congenital malformations, deformations and chromosomal abnormalities","GR113-109",26,460001,5.7
"85+ years","85+","New York","36","Non-Injury: Diabetes mellitus","GR113-046",1153,460001,250.7
"85+ years","85+","New York","36","Non-Injury: Diseases of Heart","GR113 055-068",19770,460001,4297.8
"85+ years","85+","New York","36","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",1280,460001,278.3
"85+ years","85+","New York","36","Non-Injury: Hernia","GR113-092",43,460001,9.3
"85+ years","85+","New York","36","Non-Injury: Hyperplasia of prostate","GR113-103",37,460001,8.0
"85+ years","85+","New York","36","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",318,460001,69.1
"85+ years","85+","New York","36","Non-Injury: Infections of kidney","GR113-102",22,460001,4.8
"85+ years","85+","New York","36","Non-Injury: Influenza & Pneumonia","GR113 077-078",1895,460001,412.0
"85+ years","85+","New York","36","Non-Injury: Intestinal infections","GR113 001-003",176,460001,38.3
"85+ years","85+","New York","36","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",6597,460001,1434.1
"85+ years","85+","New York","36","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",1021,460001,222.0
"85+ years","85+","New York","36","Non-Injury: Nutritional Deficiencies","GR113 048-049",167,460001,36.3
"85+ years","85+","New York","36","Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae","GR113-018",196,460001,42.6
"85+ years","85+","New York","36","Non-Injury: Other diseases of respiratory system","GR113-089",948,460001,206.1
"85+ years","85+","New York","36","Non-Injury: Other diseases of the circulatory system","GR113 073-074",347,460001,75.4
"85+ years","85+","New York","36","Non-Injury: Other disorders of circulatory system","GR113-075",77,460001,16.7
"85+ years","85+","New York","36","Non-Injury: Parkinsons disease","GR113-051",733,460001,159.3
"85+ years","85+","New York","36","Non-Injury: Peptic ulcer","GR113-090",87,460001,18.9
"85+ years","85+","New York","36","Non-Injury: Pneumonitis due to solids and liquids","GR113-088",303,460001,65.9
"85+ years","85+","New York","36","Non-Injury: Septicemia","GR113-010",559,460001,121.5
"85+ years","85+","New York","36","Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","GR113-110",850,460001,184.8
"85+ years","85+","New York","36","Other specified, not elsewhere classified Injury","GRINJ-019",10,460001,Unreliable
"85+ years","85+","New York","36","Poisoning","GRINJ-015",12,460001,Unreliable
"85+ years","85+","New York","36","Suffocation","GRINJ-017",76,460001,16.5
"85+ years","85+","New York","36","Unspecified Injury","GRINJ-020",128,460001,27.8
"85+ years","85+","North Carolina","37","Fall","GRINJ-003",719,189394,379.6
"85+ years","85+","North Carolina","37","Firearm","GRINJ-006",32,189394,16.9
"85+ years","85+","North Carolina","37","Motor Vehicle Traffic","GRINJ-008",55,189394,29.0
"85+ years","85+","North Carolina","37","Non-Injury: All other diseases (Residual)","GR113-111",4966,189394,2622.0
"85+ years","85+","North Carolina","37","Non-Injury: Alzheimers disease","GR113-052",2794,189394,1475.2
"85+ years","85+","North Carolina","37","Non-Injury: Anemias","GR113-045",65,189394,34.3
"85+ years","85+","North Carolina","37","Non-Injury: Atherosclerosis","GR113-071",38,189394,20.1
"85+ years","85+","North Carolina","37","Non-Injury: Cerebrovascular diseases, including stroke","GR113-070",2037,189394,1075.5
"85+ years","85+","North Carolina","37","Non-Injury: Cholelithiasis and other disorders of gallbladder","GR113-096",61,189394,32.2
"85+ years","85+","North Carolina","37","Non-Injury: Chronic liver disease and cirrhosis","GR113 093",54,189394,28.5
"85+ years","85+","North Carolina","37","Non-Injury: Chronic lower respiratory diseases","GR113 082",1272,189394,671.6
"85+ years","85+","North Carolina","37","Non-Injury: Complications of medical and surgical care","GR113-135",27,189394,14.3
"85+ years","85+","North Carolina","37","Non-Injury: Diabetes mellitus","GR113-046",494,189394,260.8
"85+ years","85+","North Carolina","37","Non-Injury: Diseases of Heart","GR113 055-068",6669,189394,3521.2
"85+ years","85+","North Carolina","37","Non-Injury: Essential (primary) hypertension and hypertensive renal disease","GR113-069",371,189394,195.9
"85+ years","85+","North Carolina","37","Non-Injury: Hernia","GR113-092",29,189394,15.3
"85+ years","85+","North Carolina","37","Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior","GR113-044",140,189394,73.9
"85+ years","85+","North Carolina","37","Non-Injury: Influenza & Pneumonia","GR113 077-078",617,189394,325.8
"85+ years","85+","North Carolina","37","Non-Injury: Intestinal infections","GR113 001-003",81,189394,42.8
"85+ years","85+","North Carolina","37","Non-Injury: Malignant neoplasms (Cancers)","GR113 020-043",2973,189394,1569.7
"85+ years","85+","North Carolina","37","Non-Injury: Nephritis, nephrotic syndrome and nephrosis","GR113 097",570,189394,301.0
"85+ years","85+","North Carolina","37","Non-Injury: Nutritional Deficiencies","GR113 048-049",272,189394,143.6
