"state","-","age","-","kind","-",deaths,population,-
"New Jersey","34","65-74 years","65-74","Non-Injury, no intent classified","9",12538,832866,1505.4
"New Jersey","34","75-84 years","75-84","Unintentional","1",328,439565,74.6
"New Jersey","34","75-84 years","75-84","Suicide","2",36,439565,8.2
"New Jersey","34","75-84 years","75-84","Non-Injury, no intent classified","9",17147,439565,3900.9
"New Jersey","34","85+ years","85+","Unintentional","1",503,203104,247.7
"New Jersey","34","85+ years","85+","Suicide","2",21,203104,10.3
"New Jersey","34","85+ years","85+","Non-Injury, no intent classified","9",26539,203104,13066.7
"New Mexico","35","< 1 year","1","Unintentional","1",12,23014,Unreliable
"New Mexico","35","< 1 year","1","Non-Injury, no intent classified","9",116,23014,504.0
"New Mexico","35","1-4 years","1-4","Non-Injury, no intent classified","9",18,97972,Unreliable
"New Mexico","35","5-14 years","5-14","Unintentional","1",16,272268,Unreliable
"New Mexico","35","5-14 years","5-14","Non-Injury, no intent classified","9",12,272268,Unreliable
"New Mexico","35","15-24 years","15-24","Unintentional","1",114,278459,40.9
"New Mexico","35","15-24 years","15-24","Suicide","2",83,278459,29.8
"New Mexico","35","15-24 years","15-24","Homicide","3",47,278459,16.9
"New Mexico","35","15-24 years","15-24","Non-Injury, no intent classified","9",55,278459,19.8
"New Mexico","35","25-34 years","25-34","Unintentional","1",244,284087,85.9
"New Mexico","35","25-34 years","25-34","Suicide","2",96,284087,33.8
"New Mexico","35","25-34 years","25-34","Homicide","3",69,284087,24.3
"New Mexico","35","25-34 years","25-34","Non-Injury, no intent classified","9",243,284087,85.5
"New Mexico","35","35-44 years","35-44","Unintentional","1",270,254846,105.9
"New Mexico","35","35-44 years","35-44","Suicide","2",75,254846,29.4
"New Mexico","35","35-44 years","35-44","Homicide","3",50,254846,19.6
"New Mexico","35","35-44 years","35-44","Non-Injury, no intent classified","9",463,254846,181.7
"New Mexico","35","45-54 years","45-54","Unintentional","1",249,235656,105.7
"New Mexico","35","45-54 years","45-54","Suicide","2",72,235656,30.6
"New Mexico","35","45-54 years","45-54","Homicide","3",27,235656,11.5
"New Mexico","35","45-54 years","45-54","Non-Injury, no intent classified","9",967,235656,410.3
"New Mexico","35","55-64 years","55-64","Unintentional","1",233,272921,85.4
"New Mexico","35","55-64 years","55-64","Suicide","2",78,272921,28.6
"New Mexico","35","55-64 years","55-64","Homicide","3",17,272921,Unreliable
"New Mexico","35","55-64 years","55-64","Non-Injury, no intent classified","9",2285,272921,837.2
"New Mexico","35","65-74 years","65-74","Unintentional","1",151,224483,67.3
"New Mexico","35","65-74 years","65-74","Suicide","2",50,224483,22.3
"New Mexico","35","65-74 years","65-74","Non-Injury, no intent classified","9",3592,224483,1600.1
"New Mexico","35","75-84 years","75-84","Unintentional","1",173,111714,154.9
"New Mexico","35","75-84 years","75-84","Suicide","2",31,111714,27.7
"New Mexico","35","75-84 years","75-84","Non-Injury, no intent classified","9",4321,111714,3867.9
"New Mexico","35","85+ years","85+","Unintentional","1",218,41409,526.5
"New Mexico","35","85+ years","85+","Suicide","2",19,41409,Unreliable
"New Mexico","35","85+ years","85+","Non-Injury, no intent classified","9",4962,41409,11982.9
"New York","36","< 1 year","1","Unintentional","1",42,223930,18.8
"New York","36","< 1 year","1","Homicide","3",11,223930,Unreliable
"New York","36","< 1 year","1","Non-Injury, no intent classified","9",898,223930,401.0
"New York","36","1-4 years","1-4","Unintentional","1",41,903071,4.5
"New York","36","1-4 years","1-4","Homicide","3",11,903071,Unreliable
"New York","36","1-4 years","1-4","Non-Injury, no intent classified","9",100,903071,11.1
"New York","36","5-14 years","5-14","Unintentional","1",55,2218596,2.5
"New York","36","5-14 years","5-14","Suicide","2",17,2218596,Unreliable
"New York","36","5-14 years","5-14","Homicide","3",16,2218596,Unreliable
"New York","36","5-14 years","5-14","Non-Injury, no intent classified","9",172,2218596,7.8
"New York","36","15-24 years","15-24","Unintentional","1",400,2445246,16.4
"New York","36","15-24 years","15-24","Suicide","2",228,2445246,9.3
"New York","36","15-24 years","15-24","Homicide","3",129,2445246,5.3
"New York","36","15-24 years","15-24","Undetermined ","4",26,2445246,1.1
"New York","36","15-24 years","15-24","Non-Injury, no intent classified","9",389,2445246,15.9
"New York","36","25-34 years","25-34","Unintentional","1",1109,2867651,38.7
"New York","36","25-34 years","25-34","Suicide","2",274,2867651,9.6
"New York","36","25-34 years","25-34","Homicide","3",177,2867651,6.2
"New York","36","25-34 years","25-34","Undetermined ","4",63,2867651,2.2
"New York","36","25-34 years","25-34","Non-Injury, no intent classified","9",1101,2867651,38.4
"New York","36","35-44 years","35-44","Unintentional","1",985,2429961,40.5
"New York","36","35-44 years","35-44","Suicide","2",258,2429961,10.6
"New York","36","35-44 years","35-44","Homicide","3",107,2429961,4.4
"New York","36","35-44 years","35-44","Undetermined ","4",55,2429961,2.3
"New York","36","35-44 years","35-44","Non-Injury, no intent classified","9",2329,2429961,95.8
"New York","36","45-54 years","45-54","Unintentional","1",1075,2471804,43.5
"New York","36","45-54 years","45-54","Suicide","2",295,2471804,11.9
"New York","36","45-54 years","45-54","Homicide","3",63,2471804,2.5
"New York","36","45-54 years","45-54","Undetermined ","4",65,2471804,2.6
"New York","36","45-54 years","45-54","Non-Injury, no intent classified","9",6412,2471804,259.4
"New York","36","55-64 years","55-64","Unintentional","1",1120,2597156,43.1
"New York","36","55-64 years","55-64","Suicide","2",328,2597156,12.6
"New York","36","55-64 years","55-64","Homicide","3",40,2597156,1.5
"New York","36","55-64 years","55-64","Undetermined ","4",56,2597156,2.2
"New York","36","55-64 years","55-64","Non-Injury, no intent classified","9",17032,2597156,655.8
"New York","36","65-74 years","65-74","Unintentional","1",743,1859922,39.9
"New York","36","65-74 years","65-74","Suicide","2",169,1859922,9.1
"New York","36","65-74 years","65-74","Homicide","3",28,1859922,1.5
"New York","36","65-74 years","65-74","Undetermined ","4",21,1859922,1.1
"New York","36","65-74 years","65-74","Non-Injury, no intent classified","9",27452,1859922,1476.0
"New York","36","75-84 years","75-84","Unintentional","1",725,976223,74.3
"New York","36","75-84 years","75-84","Suicide","2",89,976223,9.1
"New York","36","75-84 years","75-84","Homicide","3",13,976223,Unreliable
"New York","36","75-84 years","75-84","Non-Injury, no intent classified","9",36026,976223,3690.3
"New York","36","85+ years","85+","Unintentional","1",1092,460001,237.4
"New York","36","85+ years","85+","Suicide","2",45,460001,9.8
"New York","36","85+ years","85+","Non-Injury, no intent classified","9",54407,460001,11827.6
"New York","36","Not Stated","NS","Non-Injury, no intent classified","9",32,Not Applicable,Not Applicable
"North Carolina","37","< 1 year","1","Unintentional","1",28,118891,23.6
"North Carolina","37","< 1 year","1","Homicide","3",10,118891,Unreliable
"North Carolina","37","< 1 year","1","Non-Injury, no intent classified","9",769,118891,646.8
"North Carolina","37","1-4 years","1-4","Unintentional","1",36,490879,7.3
"North Carolina","37","1-4 years","1-4","Non-Injury, no intent classified","9",90,490879,18.3
"North Carolina","37","5-14 years","5-14","Unintentional","1",55,1294472,4.2
"North Carolina","37","5-14 years","5-14","Suicide","2",15,1294472,Unreliable
"North Carolina","37","5-14 years","5-14","Homicide","3",11,1294472,Unreliable
"North Carolina","37","5-14 years","5-14","Non-Injury, no intent classified","9",86,1294472,6.6
"North Carolina","37","15-24 years","15-24","Unintentional","1",471,1387060,34.0
"North Carolina","37","15-24 years","15-24","Suicide","2",178,1387060,12.8
"North Carolina","37","15-24 years","15-24","Homicide","3",194,1387060,14.0
"North Carolina","37","15-24 years","15-24","Non-Injury, no intent classified","9",240,1387060,17.3
"North Carolina","37","25-34 years","25-34","Unintentional","1",1017,1416069,71.8
"North Carolina","37","25-34 years","25-34","Suicide","2",214,1416069,15.1
"North Carolina","37","25-34 years","25-34","Homicide","3",200,1416069,14.1
"North Carolina","37","25-34 years","25-34","Undetermined ","4",14,1416069,Unreliable
"North Carolina","37","25-34 years","25-34","Legal Intervention / Operations of War","5",14,1416069,Unreliable
"North Carolina","37","25-34 years","25-34","Non-Injury, no intent classified","9",684,1416069,48.3
"North Carolina","37","35-44 years","35-44","Unintentional","1",840,1303427,64.4
"North Carolina","37","35-44 years","35-44","Suicide","2",226,1303427,17.3
"North Carolina","37","35-44 years","35-44","Homicide","3",110,1303427,8.4
"North Carolina","37","35-44 years","35-44","Undetermined ","4",16,1303427,Unreliable
"North Carolina","37","35-44 years","35-44","Non-Injury, no intent classified","9",1635,1303427,125.4
"North Carolina","37","45-54 years","45-54","Unintentional","1",763,1364067,55.9
"North Carolina","37","45-54 years","45-54","Suicide","2",236,1364067,17.3
"North Carolina","37","45-54 years","45-54","Homicide","3",85,1364067,6.2
"North Carolina","37","45-54 years","45-54","Non-Injury, no intent classified","9",4578,1364067,335.6
"North Carolina","37","55-64 years","55-64","Unintentional","1",758,1362125,55.6
"North Carolina","37","55-64 years","55-64","Suicide","2",216,1362125,15.9
"North Carolina","37","55-64 years","55-64","Homicide","3",51,1362125,3.7
"North Carolina","37","55-64 years","55-64","Undetermined ","4",18,1362125,Unreliable
"North Carolina","37","55-64 years","55-64","Non-Injury, no intent classified","9",12066,1362125,885.8
"North Carolina","37","65-74 years","65-74","Unintentional","1",607,1046508,58.0
"North Carolina","37","65-74 years","65-74","Suicide","2",148,1046508,14.1
"North Carolina","37","65-74 years","65-74","Homicide","3",27,1046508,2.6
"North Carolina","37","65-74 years","65-74","Non-Injury, no intent classified","9",18946,1046508,1810.4
"North Carolina","37","75-84 years","75-84","Unintentional","1",693,515192,134.5
"North Carolina","37","75-84 years","75-84","Suicide","2",89,515192,17.3
"North Carolina","37","75-84 years","75-84","Non-Injury, no intent classified","9",22954,515192,4455.4
"North Carolina","37","85+ years","85+","Unintentional","1",922,189394,486.8
"North Carolina","37","85+ years","85+","Suicide","2",36,189394,19.0
"North Carolina","37","85+ years","85+","Non-Injury, no intent classified","9",25470,189394,13448.2
"North Dakota","38","< 1 year","1","Non-Injury, no intent classified","9",76,10483,725.0
"North Dakota","38","15-24 years","15-24","Unintentional","1",22,109397,20.1
"North Dakota","38","15-24 years","15-24","Suicide","2",19,109397,Unreliable
"North Dakota","38","15-24 years","15-24","Non-Injury, no intent classified","9",21,109397,19.2
"North Dakota","38","25-34 years","25-34","Unintentional","1",45,114571,39.3
"North Dakota","38","25-34 years","25-34","Suicide","2",30,114571,26.2
"North Dakota","38","25-34 years","25-34","Non-Injury, no intent classified","9",71,114571,62.0
"North Dakota","38","35-44 years","35-44","Unintentional","1",53,92576,57.3
"North Dakota","38","35-44 years","35-44","Suicide","2",20,92576,21.6
"North Dakota","38","35-44 years","35-44","Non-Injury, no intent classified","9",106,92576,114.5
"North Dakota","38","45-54 years","45-54","Unintentional","1",39,78199,49.9
"North Dakota","38","45-54 years","45-54","Suicide","2",25,78199,32.0
"North Dakota","38","45-54 years","45-54","Non-Injury, no intent classified","9",227,78199,290.3
"North Dakota","38","55-64 years","55-64","Unintentional","1",57,93878,60.7
"North Dakota","38","55-64 years","55-64","Suicide","2",23,93878,24.5
"North Dakota","38","55-64 years","55-64","Non-Injury, no intent classified","9",686,93878,730.7
"North Dakota","38","65-74 years","65-74","Unintentional","1",31,66664,46.5
"North Dakota","38","65-74 years","65-74","Non-Injury, no intent classified","9",1108,66664,1662.1
"North Dakota","38","75-84 years","75-84","Unintentional","1",39,34368,113.5
"North Dakota","38","75-84 years","75-84","Non-Injury, no intent classified","9",1450,34368,4219.0
"North Dakota","38","85+ years","85+","Unintentional","1",79,18813,419.9
"North Dakota","38","85+ years","85+","Non-Injury, no intent classified","9",2395,18813,12730.6
"Ohio","39","< 1 year","1","Unintentional","1",95,133487,71.2
"Ohio","39","< 1 year","1","Homicide","3",10,133487,Unreliable
"Ohio","39","< 1 year","1","Non-Injury, no intent classified","9",818,133487,612.8
"Ohio","39","1-4 years","1-4","Unintentional","1",47,557341,8.4
"Ohio","39","1-4 years","1-4","Homicide","3",13,557341,Unreliable
"Ohio","39","1-4 years","1-4","Non-Injury, no intent classified","9",78,557341,14.0
"Ohio","39","5-14 years","5-14","Unintentional","1",59,1440279,4.1
"Ohio","39","5-14 years","5-14","Suicide","2",32,1440279,2.2
"Ohio","39","5-14 years","5-14","Homicide","3",19,1440279,Unreliable
"Ohio","39","5-14 years","5-14","Non-Injury, no intent classified","9",100,1440279,6.9
"Ohio","39","15-24 years","15-24","Unintentional","1",481,1507223,31.9
"Ohio","39","15-24 years","15-24","Suicide","2",224,1507223,14.9
"Ohio","39","15-24 years","15-24","Homicide","3",174,1507223,11.5
"Ohio","39","15-24 years","15-24","Undetermined ","4",15,1507223,Unreliable
"Ohio","39","15-24 years","15-24","Non-Injury, no intent classified","9",243,1507223,16.1
"Ohio","39","25-34 years","25-34","Unintentional","1",1345,1554378,86.5
"Ohio","39","25-34 years","25-34","Suicide","2",305,1554378,19.6
"Ohio","39","25-34 years","25-34","Homicide","3",221,1554378,14.2
"Ohio","39","25-34 years","25-34","Undetermined ","4",26,1554378,1.7
"Ohio","39","25-34 years","25-34","Non-Injury, no intent classified","9",759,1554378,48.8
"Ohio","39","35-44 years","35-44","Unintentional","1",1399,1397808,100.1
"Ohio","39","35-44 years","35-44","Suicide","2",304,1397808,21.7
"Ohio","39","35-44 years","35-44","Homicide","3",133,1397808,9.5
"Ohio","39","35-44 years","35-44","Undetermined ","4",18,1397808,Unreliable
"Ohio","39","35-44 years","35-44","Non-Injury, no intent classified","9",1786,1397808,127.8
"Ohio","39","45-54 years","45-54","Unintentional","1",1167,1447581,80.6
"Ohio","39","45-54 years","45-54","Suicide","2",303,1447581,20.9
"Ohio","39","45-54 years","45-54","Homicide","3",65,1447581,4.5
"Ohio","39","45-54 years","45-54","Undetermined ","4",12,1447581,Unreliable
"Ohio","39","45-54 years","45-54","Non-Injury, no intent classified","9",5193,1447581,358.7
"Ohio","39","55-64 years","55-64","Unintentional","1",1173,1604683,73.1
"Ohio","39","55-64 years","55-64","Suicide","2",296,1604683,18.4
"Ohio","39","55-64 years","55-64","Homicide","3",55,1604683,3.4
"Ohio","39","55-64 years","55-64","Undetermined ","4",22,1604683,1.4
"Ohio","39","55-64 years","55-64","Non-Injury, no intent classified","9",15035,1604683,936.9
"Ohio","39","65-74 years","65-74","Unintentional","1",706,1189243,59.4
"Ohio","39","65-74 years","65-74","Suicide","2",180,1189243,15.1
"Ohio","39","65-74 years","65-74","Homicide","3",20,1189243,1.7
"Ohio","39","65-74 years","65-74","Non-Injury, no intent classified","9",23378,1189243,1965.8
"Ohio","39","75-84 years","75-84","Unintentional","1",755,600805,125.7
"Ohio","39","75-84 years","75-84","Suicide","2",117,600805,19.5
"Ohio","39","75-84 years","75-84","Non-Injury, no intent classified","9",29078,600805,4839.8
"Ohio","39","85+ years","85+","Unintentional","1",1060,256272,413.6
"Ohio","39","85+ years","85+","Suicide","2",45,256272,17.6
"Ohio","39","85+ years","85+","Non-Injury, no intent classified","9",36296,256272,14163.1
"Oklahoma","40","< 1 year","1","Unintentional","1",36,48442,74.3
"Oklahoma","40","< 1 year","1","Non-Injury, no intent classified","9",301,48442,621.4
"Oklahoma","40","1-4 years","1-4","Unintentional","1",21,207091,10.1
"Oklahoma","40","1-4 years","1-4","Non-Injury, no intent classified","9",36,207091,17.4
"Oklahoma","40","5-14 years","5-14","Unintentional","1",34,538048,6.3
"Oklahoma","40","5-14 years","5-14","Suicide","2",12,538048,Unreliable
"Oklahoma","40","5-14 years","5-14","Non-Injury, no intent classified","9",47,538048,8.7
"Oklahoma","40","15-24 years","15-24","Unintentional","1",153,539562,28.4
"Oklahoma","40","15-24 years","15-24","Suicide","2",121,539562,22.4
"Oklahoma","40","15-24 years","15-24","Homicide","3",61,539562,11.3
"Oklahoma","40","15-24 years","15-24","Non-Injury, no intent classified","9",80,539562,14.8
"Oklahoma","40","25-34 years","25-34","Unintentional","1",253,543593,46.5
"Oklahoma","40","25-34 years","25-34","Suicide","2",141,543593,25.9
"Oklahoma","40","25-34 years","25-34","Homicide","3",88,543593,16.2
"Oklahoma","40","25-34 years","25-34","Undetermined ","4",11,543593,Unreliable
"Oklahoma","40","25-34 years","25-34","Non-Injury, no intent classified","9",288,543593,53.0
"Oklahoma","40","35-44 years","35-44","Unintentional","1",277,497873,55.6
"Oklahoma","40","35-44 years","35-44","Suicide","2",144,497873,28.9
"Oklahoma","40","35-44 years","35-44","Homicide","3",57,497873,11.4
"Oklahoma","40","35-44 years","35-44","Undetermined ","4",19,497873,Unreliable
"Oklahoma","40","35-44 years","35-44","Non-Injury, no intent classified","9",821,497873,164.9
"Oklahoma","40","45-54 years","45-54","Unintentional","1",307,453536,67.7
"Oklahoma","40","45-54 years","45-54","Suicide","2",124,453536,27.3
"Oklahoma","40","45-54 years","45-54","Homicide","3",55,453536,12.1
"Oklahoma","40","45-54 years","45-54","Undetermined ","4",21,453536,4.6
"Oklahoma","40","45-54 years","45-54","Non-Injury, no intent classified","9",2001,453536,441.2
"Oklahoma","40","55-64 years","55-64","Unintentional","1",369,493694,74.7
"Oklahoma","40","55-64 years","55-64","Suicide","2",133,493694,26.9
"Oklahoma","40","55-64 years","55-64","Homicide","3",33,493694,6.7
"Oklahoma","40","55-64 years","55-64","Non-Injury, no intent classified","9",5556,493694,1125.4
"Oklahoma","40","65-74 years","65-74","Unintentional","1",281,368050,76.3
"Oklahoma","40","65-74 years","65-74","Suicide","2",84,368050,22.8
"Oklahoma","40","65-74 years","65-74","Homicide","3",14,368050,Unreliable
"Oklahoma","40","65-74 years","65-74","Non-Injury, no intent classified","9",8369,368050,2273.9
"Oklahoma","40","75-84 years","75-84","Unintentional","1",326,192919,169.0
"Oklahoma","40","75-84 years","75-84","Suicide","2",38,192919,19.7
"Oklahoma","40","75-84 years","75-84","Non-Injury, no intent classified","9",9857,192919,5109.4
"Oklahoma","40","85+ years","85+","Unintentional","1",382,74163,515.1
"Oklahoma","40","85+ years","85+","Suicide","2",19,74163,Unreliable
"Oklahoma","40","85+ years","85+","Non-Injury, no intent classified","9",9912,74163,13365.2
"Oregon","41","< 1 year","1","Unintentional","1",19,43312,Unreliable
"Oregon","41","< 1 year","1","Non-Injury, no intent classified","9",183,43312,422.5
"Oregon","41","1-4 years","1-4","Non-Injury, no intent classified","9",15,184499,Unreliable
"Oregon","41","5-14 years","5-14","Unintentional","1",13,491536,Unreliable
"Oregon","41","5-14 years","5-14","Non-Injury, no intent classified","9",25,491536,5.1
"Oregon","41","15-24 years","15-24","Unintentional","1",138,510237,27.0
"Oregon","41","15-24 years","15-24","Suicide","2",109,510237,21.4
"Oregon","41","15-24 years","15-24","Homicide","3",14,510237,Unreliable
"Oregon","41","15-24 years","15-24","Non-Injury, no intent classified","9",50,510237,9.8
"Oregon","41","25-34 years","25-34","Unintentional","1",207,604284,34.3
"Oregon","41","25-34 years","25-34","Suicide","2",152,604284,25.2
"Oregon","41","25-34 years","25-34","Homicide","3",21,604284,3.5
"Oregon","41","25-34 years","25-34","Non-Injury, no intent classified","9",198,604284,32.8
"Oregon","41","35-44 years","35-44","Unintentional","1",209,568712,36.7
"Oregon","41","35-44 years","35-44","Suicide","2",130,568712,22.9
"Oregon","41","35-44 years","35-44","Homicide","3",28,568712,4.9
"Oregon","41","35-44 years","35-44","Non-Injury, no intent classified","9",511,568712,89.9
"Oregon","41","45-54 years","45-54","Unintentional","1",228,510127,44.7
"Oregon","41","45-54 years","45-54","Suicide","2",166,510127,32.5
"Oregon","41","45-54 years","45-54","Homicide","3",21,510127,4.1
"Oregon","41","45-54 years","45-54","Undetermined ","4",10,510127,Unreliable
"Oregon","41","45-54 years","45-54","Non-Injury, no intent classified","9",1337,510127,262.1
"Oregon","41","55-64 years","55-64","Unintentional","1",307,538950,57.0
"Oregon","41","55-64 years","55-64","Suicide","2",138,538950,25.6
"Oregon","41","55-64 years","55-64","Homicide","3",20,538950,3.7
"Oregon","41","55-64 years","55-64","Non-Injury, no intent classified","9",4130,538950,766.3
"Oregon","41","65-74 years","65-74","Unintentional","1",271,464598,58.3
"Oregon","41","65-74 years","65-74","Suicide","2",110,464598,23.7
"Oregon","41","65-74 years","65-74","Homicide","3",11,464598,Unreliable
"Oregon","41","65-74 years","65-74","Non-Injury, no intent classified","9",7263,464598,1563.3
"Oregon","41","75-84 years","75-84","Unintentional","1",326,216944,150.3
"Oregon","41","75-84 years","75-84","Suicide","2",56,216944,25.8
"Oregon","41","75-84 years","75-84","Non-Injury, no intent classified","9",8814,216944,4062.8
"Oregon","41","85+ years","85+","Unintentional","1",487,84538,576.1
"Oregon","41","85+ years","85+","Suicide","2",36,84538,42.6
"Oregon","41","85+ years","85+","Non-Injury, no intent classified","9",11544,84538,13655.4
"Pennsylvania","42","< 1 year","1","Unintentional","1",27,134712,20.0
"Pennsylvania","42","< 1 year","1","Undetermined ","4",10,134712,Unreliable
"Pennsylvania","42","< 1 year","1","Non-Injury, no intent classified","9",742,134712,550.8
"Pennsylvania","42","1-4 years","1-4","Unintentional","1",29,563212,5.1
"Pennsylvania","42","1-4 years","1-4","Non-Injury, no intent classified","9",79,563212,14.0
"Pennsylvania","42","5-14 years","5-14","Unintentional","1",45,1475640,3.0
"Pennsylvania","42","5-14 years","5-14","Suicide","2",24,1475640,1.6
"Pennsylvania","42","5-14 years","5-14","Homicide","3",16,1475640,Unreliable
"Pennsylvania","42","5-14 years","5-14","Non-Injury, no intent classified","9",112,1475640,7.6
"Pennsylvania","42","15-24 years","15-24","Unintentional","1",452,1603208,28.2
"Pennsylvania","42","15-24 years","15-24","Suicide","2",184,1603208,11.5
"Pennsylvania","42","15-24 years","15-24","Homicide","3",190,1603208,11.9
"Pennsylvania","42","15-24 years","15-24","Undetermined ","4",12,1603208,Unreliable
"Pennsylvania","42","15-24 years","15-24","Non-Injury, no intent classified","9",246,1603208,15.3
"Pennsylvania","42","25-34 years","25-34","Unintentional","1",1368,1709136,80.0
"Pennsylvania","42","25-34 years","25-34","Suicide","2",300,1709136,17.6
"Pennsylvania","42","25-34 years","25-34","Homicide","3",222,1709136,13.0
"Pennsylvania","42","25-34 years","25-34","Undetermined ","4",41,1709136,2.4
"Pennsylvania","42","25-34 years","25-34","Non-Injury, no intent classified","9",694,1709136,40.6
"Pennsylvania","42","35-44 years","35-44","Unintentional","1",1317,1513739,87.0
"Pennsylvania","42","35-44 years","35-44","Suicide","2",290,1513739,19.2
"Pennsylvania","42","35-44 years","35-44","Homicide","3",125,1513739,8.3
"Pennsylvania","42","35-44 years","35-44","Undetermined ","4",43,1513739,2.8
"Pennsylvania","42","35-44 years","35-44","Non-Injury, no intent classified","9",1543,1513739,101.9
"Pennsylvania","42","45-54 years","45-54","Unintentional","1",1203,1604097,75.0
"Pennsylvania","42","45-54 years","45-54","Suicide","2",345,1604097,21.5
"Pennsylvania","42","45-54 years","45-54","Homicide","3",69,1604097,4.3
"Pennsylvania","42","45-54 years","45-54","Undetermined ","4",28,1604097,1.7
"Pennsylvania","42","45-54 years","45-54","Non-Injury, no intent classified","9",4894,1604097,305.1
"Pennsylvania","42","55-64 years","55-64","Unintentional","1",1170,1804883,64.8
"Pennsylvania","42","55-64 years","55-64","Suicide","2",343,1804883,19.0
"Pennsylvania","42","55-64 years","55-64","Homicide","3",45,1804883,2.5
"Pennsylvania","42","55-64 years","55-64","Undetermined ","4",27,1804883,1.5
"Pennsylvania","42","55-64 years","55-64","Non-Injury, no intent classified","9",14356,1804883,795.4
"Pennsylvania","42","65-74 years","65-74","Unintentional","1",713,1354093,52.7
"Pennsylvania","42","65-74 years","65-74","Suicide","2",215,1354093,15.9
"Pennsylvania","42","65-74 years","65-74","Homicide","3",23,1354093,1.7
"Pennsylvania","42","65-74 years","65-74","Undetermined ","4",11,1354093,Unreliable
"Pennsylvania","42","65-74 years","65-74","Non-Injury, no intent classified","9",23070,1354093,1703.7
"Pennsylvania","42","75-84 years","75-84","Unintentional","1",889,707157,125.7
"Pennsylvania","42","75-84 years","75-84","Suicide","2",128,707157,18.1
"Pennsylvania","42","75-84 years","75-84","Non-Injury, no intent classified","9",31306,707157,4427.0
"Pennsylvania","42","85+ years","85+","Unintentional","1",1379,332112,415.2
"Pennsylvania","42","85+ years","85+","Suicide","2",66,332112,19.9
"Pennsylvania","42","85+ years","85+","Non-Injury, no intent classified","9",45502,332112,13700.8
"Pennsylvania","42","Not Stated","NS","Non-Injury, no intent classified","9",25,Not Applicable,Not Applicable
"Rhode Island","44","< 1 year","1","Non-Injury, no intent classified","9",59,10518,560.9
"Rhode Island","44","5-14 years","5-14","Non-Injury, no intent classified","9",11,112868,Unreliable
"Rhode Island","44","15-24 years","15-24","Unintentional","1",28,146657,19.1
"Rhode Island","44","15-24 years","15-24","Non-Injury, no intent classified","9",25,146657,17.0
"Rhode Island","44","25-34 years","25-34","Unintentional","1",87,148213,58.7
"Rhode Island","44","25-34 years","25-34","Suicide","2",25,148213,16.9
"Rhode Island","44","25-34 years","25-34","Non-Injury, no intent classified","9",46,148213,31.0
"Rhode Island","44","35-44 years","35-44","Unintentional","1",98,125335,78.2
"Rhode Island","44","35-44 years","35-44","Suicide","2",16,125335,Unreliable
"Rhode Island","44","35-44 years","35-44","Non-Injury, no intent classified","9",123,125335,98.1
"Rhode Island","44","45-54 years","45-54","Unintentional","1",91,135112,67.4
"Rhode Island","44","45-54 years","45-54","Suicide","2",26,135112,19.2
"Rhode Island","44","45-54 years","45-54","Non-Injury, no intent classified","9",374,135112,276.8
"Rhode Island","44","55-64 years","55-64","Unintentional","1",96,149609,64.2
"Rhode Island","44","55-64 years","55-64","Suicide","2",31,149609,20.7
"Rhode Island","44","55-64 years","55-64","Non-Injury, no intent classified","9",972,149609,649.7
"Rhode Island","44","65-74 years","65-74","Unintentional","1",59,106159,55.6
"Rhode Island","44","65-74 years","65-74","Suicide","2",10,106159,Unreliable
"Rhode Island","44","65-74 years","65-74","Non-Injury, no intent classified","9",1691,106159,1592.9
"Rhode Island","44","75-84 years","75-84","Unintentional","1",90,53375,168.6
"Rhode Island","44","75-84 years","75-84","Suicide","2",10,53375,Unreliable
"Rhode Island","44","75-84 years","75-84","Non-Injury, no intent classified","9",2267,53375,4247.3
"Rhode Island","44","85+ years","85+","Unintentional","1",117,27512,425.3
"Rhode Island","44","85+ years","85+","Non-Injury, no intent classified","9",3855,27512,14012.1
"South Carolina","45","< 1 year","1","Unintentional","1",32,56122,57.0
"South Carolina","45","< 1 year","1","Non-Injury, no intent classified","9",353,56122,629.0
"South Carolina","45","1-4 years","1-4","Unintentional","1",27,236342,11.4
"South Carolina","45","1-4 years","1-4","Homicide","3",10,236342,Unreliable
"South Carolina","45","1-4 years","1-4","Non-Injury, no intent classified","9",40,236342,16.9
"South Carolina","45","5-14 years","5-14","Unintentional","1",27,630716,4.3
"South Carolina","45","5-14 years","5-14","Suicide","2",14,630716,Unreliable
"South Carolina","45","5-14 years","5-14","Homicide","3",10,630716,Unreliable
"South Carolina","45","5-14 years","5-14","Non-Injury, no intent classified","9",45,630716,7.1
"South Carolina","45","15-24 years","15-24","Unintentional","1",247,655402,37.7
"South Carolina","45","15-24 years","15-24","Suicide","2",109,655402,16.6
"South Carolina","45","15-24 years","15-24","Homicide","3",150,655402,22.9
"South Carolina","45","15-24 years","15-24","Non-Injury, no intent classified","9",123,655402,18.8
"South Carolina","45","25-34 years","25-34","Unintentional","1",470,682854,68.8
"South Carolina","45","25-34 years","25-34","Suicide","2",146,682854,21.4
"South Carolina","45","25-34 years","25-34","Homicide","3",143,682854,20.9
"South Carolina","45","25-34 years","25-34","Non-Injury, no intent classified","9",361,682854,52.9
"South Carolina","45","35-44 years","35-44","Unintentional","1",513,620504,82.7
"South Carolina","45","35-44 years","35-44","Suicide","2",137,620504,22.1
"South Carolina","45","35-44 years","35-44","Homicide","3",90,620504,14.5
