state,kind,age,deaths,population
Texas,Respiratory Clrd Disease,75-84 years,Suppressed,1080742
Texas,Respiratory Clrd Disease,85+ years,Suppressed,408459
Texas,Respiratory Clrd Disease,< 1 year,Suppressed,377806
Texas,Respiratory Clrd Disease,All Ages,Suppressed,28995881
Texas,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Texas,Suffocation Accidents,1-4 years,14,1613085
Texas,Suffocation Accidents,15-24 years,13,4055517
Texas,Suffocation Accidents,25-34 years,17,4276763
Texas,Suffocation Accidents,35-44 years,18,3942439
Texas,Suffocation Accidents,45-54 years,22,3554098
Texas,Suffocation Accidents,5-14 years,Suppressed,4166702
Texas,Suffocation Accidents,55-64 years,64,3275242
Texas,Suffocation Accidents,65-74 years,68,2245028
Texas,Suffocation Accidents,75-84 years,93,1080742
Texas,Suffocation Accidents,85+ years,97,408459
Texas,Suffocation Accidents,< 1 year,71,377806
Texas,Suffocation Accidents,All Ages,484,28995881
Texas,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Texas,Suicides,1-4 years,Suppressed,1613085
Texas,Suicides,15-24 years,615,4055517
Texas,Suicides,25-34 years,717,4276763
Texas,Suicides,35-44 years,666,3942439
Texas,Suicides,45-54 years,617,3554098
Texas,Suicides,5-14 years,57,4166702
Texas,Suicides,55-64 years,586,3275242
Texas,Suicides,65-74 years,360,2245028
Texas,Suicides,75-84 years,191,1080742
Texas,Suicides,85+ years,82,408459
Texas,Suicides,< 1 year,Suppressed,377806
Texas,Suicides,All Ages,3891,28995881
Texas,Suicides,Not Stated,Suppressed,Not Applicable
Texas,all accidents,1-4 years,154,1613085
Texas,all accidents,15-24 years,1056,4055517
Texas,all accidents,25-34 years,1585,4276763
Texas,all accidents,35-44 years,1495,3942439
Texas,all accidents,45-54 years,1491,3554098
Texas,all accidents,5-14 years,174,4166702
Texas,all accidents,55-64 years,1679,3275242
Texas,all accidents,65-74 years,1213,2245028
Texas,all accidents,75-84 years,1187,1080742
Texas,all accidents,85+ years,1263,408459
Texas,all accidents,< 1 year,87,377806
Texas,all accidents,Not Stated,Suppressed,Not Applicable
Texas,all deaths,1-4 years,419,1613085
Texas,all deaths,15-24 years,2872,4055517
Texas,all deaths,25-34 years,4536,4276763
Texas,all deaths,35-44 years,6889,3942439
Texas,all deaths,45-54 years,13313,3554098
Texas,all deaths,5-14 years,575,4166702
Texas,all deaths,55-64 years,29403,3275242
Texas,all deaths,65-74 years,41678,2245028
Texas,all deaths,75-84 years,48337,1080742
Texas,all deaths,85+ years,53258,408459
Texas,all deaths,< 1 year,2075,377806
Texas,all deaths,All Ages,203362,28995881
Texas,all deaths,Not Stated,Suppressed,Not Applicable
Texas,all diseases,1-4 years,224,1613085
Texas,all diseases,15-24 years,735,4055517
Texas,all diseases,25-34 years,1754,4276763
Texas,all diseases,35-44 years,4329,3942439
Texas,all diseases,45-54 years,10964,3554098
Texas,all diseases,5-14 years,308,4166702
Texas,all diseases,55-64 years,26949,3275242
Texas,all diseases,65-74 years,40016,2245028
Texas,all diseases,75-84 years,46916,1080742
Texas,all diseases,85+ years,51900,408459
Texas,all diseases,< 1 year,1961,377806
Texas,all diseases,Not Stated,Suppressed,Not Applicable
Utah,Alzheimers Disease,1-4 years,Suppressed,199237
Utah,Alzheimers Disease,15-24 years,Suppressed,518499
Utah,Alzheimers Disease,25-34 years,Suppressed,471806
Utah,Alzheimers Disease,35-44 years,Suppressed,443453
Utah,Alzheimers Disease,45-54 years,Suppressed,328430
Utah,Alzheimers Disease,5-14 years,Suppressed,526961
Utah,Alzheimers Disease,55-64 years,Suppressed,303134
Utah,Alzheimers Disease,65-74 years,Suppressed,219466
Utah,Alzheimers Disease,75-84 years,Suppressed,107832
Utah,Alzheimers Disease,85+ years,Suppressed,38574
Utah,Alzheimers Disease,< 1 year,Suppressed,48566
Utah,Alzheimers Disease,All Ages,Suppressed,3205958
Utah,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Utah,Cancer,1-4 years,Suppressed,199237
Utah,Cancer,15-24 years,Suppressed,518499
Utah,Cancer,25-34 years,Suppressed,471806
Utah,Cancer,35-44 years,Suppressed,443453
Utah,Cancer,45-54 years,Suppressed,328430
Utah,Cancer,5-14 years,Suppressed,526961
Utah,Cancer,55-64 years,Suppressed,303134
Utah,Cancer,65-74 years,Suppressed,219466
Utah,Cancer,75-84 years,Suppressed,107832
Utah,Cancer,85+ years,Suppressed,38574
Utah,Cancer,< 1 year,Suppressed,48566
Utah,Cancer,All Ages,Suppressed,3205958
Utah,Cancer,Not Stated,Suppressed,Not Applicable
Utah,Car accidents,1-4 years,Suppressed,199237
Utah,Car accidents,15-24 years,42,518499
Utah,Car accidents,25-34 years,38,471806
Utah,Car accidents,35-44 years,39,443453
Utah,Car accidents,45-54 years,39,328430
Utah,Car accidents,5-14 years,Suppressed,526961
Utah,Car accidents,55-64 years,30,303134
Utah,Car accidents,65-74 years,14,219466
Utah,Car accidents,75-84 years,10,107832
Utah,Car accidents,85+ years,Suppressed,38574
Utah,Car accidents,< 1 year,Suppressed,48566
Utah,Car accidents,All Ages,231,3205958
Utah,Car accidents,Not Stated,Suppressed,Not Applicable
Utah,Cerebrovascular Diseases,1-4 years,Suppressed,199237
Utah,Cerebrovascular Diseases,15-24 years,Suppressed,518499
Utah,Cerebrovascular Diseases,25-34 years,Suppressed,471806
Utah,Cerebrovascular Diseases,35-44 years,Suppressed,443453
Utah,Cerebrovascular Diseases,45-54 years,Suppressed,328430
Utah,Cerebrovascular Diseases,5-14 years,Suppressed,526961
Utah,Cerebrovascular Diseases,55-64 years,Suppressed,303134
Utah,Cerebrovascular Diseases,65-74 years,Suppressed,219466
Utah,Cerebrovascular Diseases,75-84 years,Suppressed,107832
Utah,Cerebrovascular Diseases,85+ years,Suppressed,38574
Utah,Cerebrovascular Diseases,< 1 year,Suppressed,48566
Utah,Cerebrovascular Diseases,All Ages,Suppressed,3205958
Utah,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Utah,Diabetes Disease,1-4 years,Suppressed,199237
Utah,Diabetes Disease,15-24 years,Suppressed,518499
Utah,Diabetes Disease,25-34 years,Suppressed,471806
Utah,Diabetes Disease,35-44 years,Suppressed,443453
Utah,Diabetes Disease,45-54 years,Suppressed,328430
Utah,Diabetes Disease,5-14 years,Suppressed,526961
Utah,Diabetes Disease,55-64 years,Suppressed,303134
Utah,Diabetes Disease,65-74 years,Suppressed,219466
Utah,Diabetes Disease,75-84 years,Suppressed,107832
Utah,Diabetes Disease,85+ years,Suppressed,38574
Utah,Diabetes Disease,< 1 year,Suppressed,48566
Utah,Diabetes Disease,All Ages,Suppressed,3205958
Utah,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Utah,Drowning Accidents,1-4 years,Suppressed,199237
Utah,Drowning Accidents,15-24 years,Suppressed,518499
Utah,Drowning Accidents,25-34 years,Suppressed,471806
Utah,Drowning Accidents,35-44 years,Suppressed,443453
Utah,Drowning Accidents,45-54 years,Suppressed,328430
Utah,Drowning Accidents,5-14 years,Suppressed,526961
Utah,Drowning Accidents,55-64 years,Suppressed,303134
Utah,Drowning Accidents,65-74 years,Suppressed,219466
Utah,Drowning Accidents,75-84 years,Suppressed,107832
Utah,Drowning Accidents,85+ years,Suppressed,38574
Utah,Drowning Accidents,< 1 year,Suppressed,48566
Utah,Drowning Accidents,All Ages,32,3205958
Utah,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Utah,Heart Diseases,1-4 years,Suppressed,199237
Utah,Heart Diseases,15-24 years,Suppressed,518499
Utah,Heart Diseases,25-34 years,Suppressed,471806
Utah,Heart Diseases,35-44 years,Suppressed,443453
Utah,Heart Diseases,45-54 years,Suppressed,328430
Utah,Heart Diseases,5-14 years,Suppressed,526961
Utah,Heart Diseases,55-64 years,Suppressed,303134
Utah,Heart Diseases,65-74 years,Suppressed,219466
Utah,Heart Diseases,75-84 years,Suppressed,107832
Utah,Heart Diseases,85+ years,Suppressed,38574
Utah,Heart Diseases,< 1 year,Suppressed,48566
Utah,Heart Diseases,All Ages,Suppressed,3205958
Utah,Heart Diseases,Not Stated,Suppressed,Not Applicable
Utah,Homicides,1-4 years,Suppressed,199237
Utah,Homicides,15-24 years,16,518499
Utah,Homicides,25-34 years,25,471806
Utah,Homicides,35-44 years,15,443453
Utah,Homicides,45-54 years,Suppressed,328430
Utah,Homicides,5-14 years,Suppressed,526961
Utah,Homicides,55-64 years,Suppressed,303134
Utah,Homicides,65-74 years,Suppressed,219466
Utah,Homicides,75-84 years,Suppressed,107832
Utah,Homicides,85+ years,Suppressed,38574
Utah,Homicides,< 1 year,Suppressed,48566
Utah,Homicides,All Ages,82,3205958
Utah,Homicides,Not Stated,Suppressed,Not Applicable
Utah,Influenza Pneumonia,1-4 years,Suppressed,199237
Utah,Influenza Pneumonia,15-24 years,Suppressed,518499
Utah,Influenza Pneumonia,25-34 years,Suppressed,471806
Utah,Influenza Pneumonia,35-44 years,Suppressed,443453
Utah,Influenza Pneumonia,45-54 years,Suppressed,328430
Utah,Influenza Pneumonia,5-14 years,Suppressed,526961
Utah,Influenza Pneumonia,55-64 years,Suppressed,303134
Utah,Influenza Pneumonia,65-74 years,Suppressed,219466
Utah,Influenza Pneumonia,75-84 years,Suppressed,107832
Utah,Influenza Pneumonia,85+ years,Suppressed,38574
Utah,Influenza Pneumonia,< 1 year,Suppressed,48566
Utah,Influenza Pneumonia,All Ages,Suppressed,3205958
Utah,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Utah,Liver Disease,1-4 years,Suppressed,199237
Utah,Liver Disease,15-24 years,Suppressed,518499
Utah,Liver Disease,25-34 years,Suppressed,471806
Utah,Liver Disease,35-44 years,Suppressed,443453
Utah,Liver Disease,45-54 years,Suppressed,328430
Utah,Liver Disease,5-14 years,Suppressed,526961
Utah,Liver Disease,55-64 years,Suppressed,303134
Utah,Liver Disease,65-74 years,Suppressed,219466
Utah,Liver Disease,75-84 years,Suppressed,107832
Utah,Liver Disease,85+ years,Suppressed,38574
Utah,Liver Disease,< 1 year,Suppressed,48566
Utah,Liver Disease,All Ages,Suppressed,3205958
Utah,Liver Disease,Not Stated,Suppressed,Not Applicable
Utah,Poisoning Accidents,1-4 years,Suppressed,199237
Utah,Poisoning Accidents,15-24 years,27,518499
Utah,Poisoning Accidents,25-34 years,108,471806
Utah,Poisoning Accidents,35-44 years,133,443453
Utah,Poisoning Accidents,45-54 years,98,328430
Utah,Poisoning Accidents,5-14 years,Suppressed,526961
Utah,Poisoning Accidents,55-64 years,102,303134
Utah,Poisoning Accidents,65-74 years,21,219466
Utah,Poisoning Accidents,75-84 years,Suppressed,107832
Utah,Poisoning Accidents,85+ years,Suppressed,38574
Utah,Poisoning Accidents,< 1 year,Suppressed,48566
Utah,Poisoning Accidents,All Ages,493,3205958
Utah,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Utah,Respiratory Clrd Disease,1-4 years,Suppressed,199237
Utah,Respiratory Clrd Disease,15-24 years,Suppressed,518499
Utah,Respiratory Clrd Disease,25-34 years,Suppressed,471806
Utah,Respiratory Clrd Disease,35-44 years,Suppressed,443453
Utah,Respiratory Clrd Disease,45-54 years,Suppressed,328430
Utah,Respiratory Clrd Disease,5-14 years,Suppressed,526961
Utah,Respiratory Clrd Disease,55-64 years,Suppressed,303134
Utah,Respiratory Clrd Disease,65-74 years,Suppressed,219466
Utah,Respiratory Clrd Disease,75-84 years,Suppressed,107832
Utah,Respiratory Clrd Disease,85+ years,Suppressed,38574
Utah,Respiratory Clrd Disease,< 1 year,Suppressed,48566
Utah,Respiratory Clrd Disease,All Ages,Suppressed,3205958
Utah,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Utah,Suffocation Accidents,1-4 years,Suppressed,199237
Utah,Suffocation Accidents,15-24 years,Suppressed,518499
Utah,Suffocation Accidents,25-34 years,Suppressed,471806
Utah,Suffocation Accidents,35-44 years,Suppressed,443453
Utah,Suffocation Accidents,45-54 years,Suppressed,328430
Utah,Suffocation Accidents,5-14 years,Suppressed,526961
Utah,Suffocation Accidents,55-64 years,Suppressed,303134
Utah,Suffocation Accidents,65-74 years,Suppressed,219466
Utah,Suffocation Accidents,75-84 years,10,107832
Utah,Suffocation Accidents,85+ years,14,38574
Utah,Suffocation Accidents,< 1 year,Suppressed,48566
Utah,Suffocation Accidents,All Ages,48,3205958
Utah,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Utah,Suicides,1-4 years,Suppressed,199237
Utah,Suicides,15-24 years,137,518499
Utah,Suicides,25-34 years,122,471806
Utah,Suicides,35-44 years,140,443453
Utah,Suicides,45-54 years,92,328430
Utah,Suicides,5-14 years,10,526961
Utah,Suicides,55-64 years,92,303134
Utah,Suicides,65-74 years,29,219466
Utah,Suicides,75-84 years,25,107832
Utah,Suicides,85+ years,Suppressed,38574
Utah,Suicides,< 1 year,Suppressed,48566
Utah,Suicides,All Ages,654,3205958
Utah,Suicides,Not Stated,Suppressed,Not Applicable
Utah,all accidents,1-4 years,11,199237
Utah,all accidents,15-24 years,83,518499
Utah,all accidents,25-34 years,165,471806
Utah,all accidents,35-44 years,201,443453
Utah,all accidents,45-54 years,169,328430
Utah,all accidents,5-14 years,12,526961
Utah,all accidents,55-64 years,185,303134
Utah,all accidents,65-74 years,123,219466
Utah,all accidents,75-84 years,140,107832
Utah,all accidents,85+ years,209,38574
Utah,all accidents,< 1 year,Suppressed,48566
Utah,all accidents,Not Stated,Suppressed,Not Applicable
Utah,all deaths,1-4 years,48,199237
Utah,all deaths,15-24 years,319,518499
Utah,all deaths,25-34 years,511,471806
Utah,all deaths,35-44 years,766,443453
Utah,all deaths,45-54 years,996,328430
Utah,all deaths,5-14 years,71,526961
Utah,all deaths,55-64 years,2104,303134
Utah,all deaths,65-74 years,3217,219466
Utah,all deaths,75-84 years,4656,107832
Utah,all deaths,85+ years,5798,38574
Utah,all deaths,< 1 year,249,48566
Utah,all deaths,All Ages,18736,3205958
Utah,all deaths,Not Stated,Suppressed,Not Applicable
Utah,all diseases,1-4 years,34,199237
Utah,all diseases,15-24 years,78,518499
Utah,all diseases,25-34 years,187,471806
Utah,all diseases,35-44 years,390,443453
Utah,all diseases,45-54 years,724,328430
Utah,all diseases,5-14 years,46,526961
Utah,all diseases,55-64 years,1810,303134
Utah,all diseases,65-74 years,3056,219466
Utah,all diseases,75-84 years,4480,107832
Utah,all diseases,85+ years,5582,38574
Utah,all diseases,< 1 year,238,48566
Utah,all diseases,Not Stated,Suppressed,Not Applicable
Vermont,Alzheimers Disease,1-4 years,Suppressed,23464
Vermont,Alzheimers Disease,15-24 years,Suppressed,86646
Vermont,Alzheimers Disease,25-34 years,Suppressed,74408
Vermont,Alzheimers Disease,35-44 years,Suppressed,71267
Vermont,Alzheimers Disease,45-54 years,Suppressed,78051
Vermont,Alzheimers Disease,5-14 years,Suppressed,64156
Vermont,Alzheimers Disease,55-64 years,Suppressed,95379
Vermont,Alzheimers Disease,65-74 years,Suppressed,75206
Vermont,Alzheimers Disease,75-84 years,Suppressed,35396
Vermont,Alzheimers Disease,85+ years,Suppressed,14437
Vermont,Alzheimers Disease,< 1 year,Suppressed,5579
Vermont,Alzheimers Disease,All Ages,Suppressed,623989
Vermont,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Vermont,Cancer,1-4 years,Suppressed,23464
Vermont,Cancer,15-24 years,Suppressed,86646
Vermont,Cancer,25-34 years,Suppressed,74408
Vermont,Cancer,35-44 years,Suppressed,71267
Vermont,Cancer,45-54 years,Suppressed,78051
Vermont,Cancer,5-14 years,Suppressed,64156
Vermont,Cancer,55-64 years,Suppressed,95379
Vermont,Cancer,65-74 years,Suppressed,75206
Vermont,Cancer,75-84 years,Suppressed,35396
Vermont,Cancer,85+ years,Suppressed,14437
Vermont,Cancer,< 1 year,Suppressed,5579
Vermont,Cancer,All Ages,Suppressed,623989
Vermont,Cancer,Not Stated,Suppressed,Not Applicable
Vermont,Car accidents,1-4 years,Suppressed,23464
Vermont,Car accidents,15-24 years,Suppressed,86646
Vermont,Car accidents,25-34 years,11,74408
Vermont,Car accidents,35-44 years,Suppressed,71267
Vermont,Car accidents,45-54 years,Suppressed,78051
Vermont,Car accidents,5-14 years,Suppressed,64156
Vermont,Car accidents,55-64 years,Suppressed,95379
Vermont,Car accidents,65-74 years,Suppressed,75206
Vermont,Car accidents,75-84 years,Suppressed,35396
Vermont,Car accidents,85+ years,Suppressed,14437
Vermont,Car accidents,< 1 year,Suppressed,5579
Vermont,Car accidents,All Ages,51,623989
Vermont,Car accidents,Not Stated,Suppressed,Not Applicable
Vermont,Cerebrovascular Diseases,1-4 years,Suppressed,23464
Vermont,Cerebrovascular Diseases,15-24 years,Suppressed,86646
Vermont,Cerebrovascular Diseases,25-34 years,Suppressed,74408
Vermont,Cerebrovascular Diseases,35-44 years,Suppressed,71267
Vermont,Cerebrovascular Diseases,45-54 years,Suppressed,78051
Vermont,Cerebrovascular Diseases,5-14 years,Suppressed,64156
Vermont,Cerebrovascular Diseases,55-64 years,Suppressed,95379
Vermont,Cerebrovascular Diseases,65-74 years,Suppressed,75206
Vermont,Cerebrovascular Diseases,75-84 years,Suppressed,35396
Vermont,Cerebrovascular Diseases,85+ years,Suppressed,14437
Vermont,Cerebrovascular Diseases,< 1 year,Suppressed,5579
Vermont,Cerebrovascular Diseases,All Ages,Suppressed,623989
Vermont,Cerebrovascular Diseases,Not Stated,Suppressed,Not Applicable
Vermont,Diabetes Disease,1-4 years,Suppressed,23464
Vermont,Diabetes Disease,15-24 years,Suppressed,86646
Vermont,Diabetes Disease,25-34 years,Suppressed,74408
Vermont,Diabetes Disease,35-44 years,Suppressed,71267
Vermont,Diabetes Disease,45-54 years,Suppressed,78051
Vermont,Diabetes Disease,5-14 years,Suppressed,64156
Vermont,Diabetes Disease,55-64 years,Suppressed,95379
Vermont,Diabetes Disease,65-74 years,Suppressed,75206
Vermont,Diabetes Disease,75-84 years,Suppressed,35396
Vermont,Diabetes Disease,85+ years,Suppressed,14437
Vermont,Diabetes Disease,< 1 year,Suppressed,5579
Vermont,Diabetes Disease,All Ages,Suppressed,623989
Vermont,Diabetes Disease,Not Stated,Suppressed,Not Applicable
Vermont,Drowning Accidents,1-4 years,Suppressed,23464
Vermont,Drowning Accidents,15-24 years,Suppressed,86646
Vermont,Drowning Accidents,25-34 years,Suppressed,74408
Vermont,Drowning Accidents,35-44 years,Suppressed,71267
Vermont,Drowning Accidents,45-54 years,Suppressed,78051
Vermont,Drowning Accidents,5-14 years,Suppressed,64156
Vermont,Drowning Accidents,55-64 years,Suppressed,95379
Vermont,Drowning Accidents,65-74 years,Suppressed,75206
Vermont,Drowning Accidents,75-84 years,Suppressed,35396
Vermont,Drowning Accidents,85+ years,Suppressed,14437
Vermont,Drowning Accidents,< 1 year,Suppressed,5579
Vermont,Drowning Accidents,All Ages,Suppressed,623989
Vermont,Drowning Accidents,Not Stated,Suppressed,Not Applicable
Vermont,Heart Diseases,1-4 years,Suppressed,23464
Vermont,Heart Diseases,15-24 years,Suppressed,86646
Vermont,Heart Diseases,25-34 years,Suppressed,74408
Vermont,Heart Diseases,35-44 years,Suppressed,71267
Vermont,Heart Diseases,45-54 years,Suppressed,78051
Vermont,Heart Diseases,5-14 years,Suppressed,64156
Vermont,Heart Diseases,55-64 years,Suppressed,95379
Vermont,Heart Diseases,65-74 years,Suppressed,75206
Vermont,Heart Diseases,75-84 years,Suppressed,35396
Vermont,Heart Diseases,85+ years,Suppressed,14437
Vermont,Heart Diseases,< 1 year,Suppressed,5579
Vermont,Heart Diseases,All Ages,Suppressed,623989
Vermont,Heart Diseases,Not Stated,Suppressed,Not Applicable
Vermont,Homicides,1-4 years,Suppressed,23464
Vermont,Homicides,15-24 years,Suppressed,86646
Vermont,Homicides,25-34 years,Suppressed,74408
Vermont,Homicides,35-44 years,Suppressed,71267
Vermont,Homicides,45-54 years,Suppressed,78051
Vermont,Homicides,5-14 years,Suppressed,64156
Vermont,Homicides,55-64 years,Suppressed,95379
Vermont,Homicides,65-74 years,Suppressed,75206
Vermont,Homicides,75-84 years,Suppressed,35396
Vermont,Homicides,85+ years,Suppressed,14437
Vermont,Homicides,< 1 year,Suppressed,5579
Vermont,Homicides,All Ages,11,623989
Vermont,Homicides,Not Stated,Suppressed,Not Applicable
Vermont,Influenza Pneumonia,1-4 years,Suppressed,23464
Vermont,Influenza Pneumonia,15-24 years,Suppressed,86646
Vermont,Influenza Pneumonia,25-34 years,Suppressed,74408
Vermont,Influenza Pneumonia,35-44 years,Suppressed,71267
Vermont,Influenza Pneumonia,45-54 years,Suppressed,78051
Vermont,Influenza Pneumonia,5-14 years,Suppressed,64156
Vermont,Influenza Pneumonia,55-64 years,Suppressed,95379
Vermont,Influenza Pneumonia,65-74 years,Suppressed,75206
Vermont,Influenza Pneumonia,75-84 years,Suppressed,35396
Vermont,Influenza Pneumonia,85+ years,Suppressed,14437
Vermont,Influenza Pneumonia,< 1 year,Suppressed,5579
Vermont,Influenza Pneumonia,All Ages,Suppressed,623989
Vermont,Influenza Pneumonia,Not Stated,Suppressed,Not Applicable
Vermont,Liver Disease,1-4 years,Suppressed,23464
Vermont,Liver Disease,15-24 years,Suppressed,86646
Vermont,Liver Disease,25-34 years,Suppressed,74408
Vermont,Liver Disease,35-44 years,Suppressed,71267
Vermont,Liver Disease,45-54 years,Suppressed,78051
Vermont,Liver Disease,5-14 years,Suppressed,64156
Vermont,Liver Disease,55-64 years,Suppressed,95379
Vermont,Liver Disease,65-74 years,Suppressed,75206
Vermont,Liver Disease,75-84 years,Suppressed,35396
Vermont,Liver Disease,85+ years,Suppressed,14437
Vermont,Liver Disease,< 1 year,Suppressed,5579
Vermont,Liver Disease,All Ages,Suppressed,623989
Vermont,Liver Disease,Not Stated,Suppressed,Not Applicable
Vermont,Poisoning Accidents,1-4 years,Suppressed,23464
Vermont,Poisoning Accidents,15-24 years,Suppressed,86646
Vermont,Poisoning Accidents,25-34 years,37,74408
Vermont,Poisoning Accidents,35-44 years,35,71267
Vermont,Poisoning Accidents,45-54 years,27,78051
Vermont,Poisoning Accidents,5-14 years,Suppressed,64156
Vermont,Poisoning Accidents,55-64 years,10,95379
Vermont,Poisoning Accidents,65-74 years,Suppressed,75206
Vermont,Poisoning Accidents,75-84 years,Suppressed,35396
Vermont,Poisoning Accidents,85+ years,Suppressed,14437
Vermont,Poisoning Accidents,< 1 year,Suppressed,5579
Vermont,Poisoning Accidents,All Ages,122,623989
Vermont,Poisoning Accidents,Not Stated,Suppressed,Not Applicable
Vermont,Respiratory Clrd Disease,1-4 years,Suppressed,23464
Vermont,Respiratory Clrd Disease,15-24 years,Suppressed,86646
Vermont,Respiratory Clrd Disease,25-34 years,Suppressed,74408
Vermont,Respiratory Clrd Disease,35-44 years,Suppressed,71267
Vermont,Respiratory Clrd Disease,45-54 years,Suppressed,78051
Vermont,Respiratory Clrd Disease,5-14 years,Suppressed,64156
Vermont,Respiratory Clrd Disease,55-64 years,Suppressed,95379
Vermont,Respiratory Clrd Disease,65-74 years,Suppressed,75206
Vermont,Respiratory Clrd Disease,75-84 years,Suppressed,35396
Vermont,Respiratory Clrd Disease,85+ years,Suppressed,14437
Vermont,Respiratory Clrd Disease,< 1 year,Suppressed,5579
Vermont,Respiratory Clrd Disease,All Ages,Suppressed,623989
Vermont,Respiratory Clrd Disease,Not Stated,Suppressed,Not Applicable
Vermont,Suffocation Accidents,1-4 years,Suppressed,23464
Vermont,Suffocation Accidents,15-24 years,Suppressed,86646
Vermont,Suffocation Accidents,25-34 years,Suppressed,74408
Vermont,Suffocation Accidents,35-44 years,Suppressed,71267
Vermont,Suffocation Accidents,45-54 years,Suppressed,78051
Vermont,Suffocation Accidents,5-14 years,Suppressed,64156
Vermont,Suffocation Accidents,55-64 years,Suppressed,95379
Vermont,Suffocation Accidents,65-74 years,Suppressed,75206
Vermont,Suffocation Accidents,75-84 years,Suppressed,35396
Vermont,Suffocation Accidents,85+ years,Suppressed,14437
Vermont,Suffocation Accidents,< 1 year,Suppressed,5579
Vermont,Suffocation Accidents,All Ages,13,623989
Vermont,Suffocation Accidents,Not Stated,Suppressed,Not Applicable
Vermont,Suicides,1-4 years,Suppressed,23464
Vermont,Suicides,15-24 years,11,86646
Vermont,Suicides,25-34 years,21,74408
Vermont,Suicides,35-44 years,13,71267
Vermont,Suicides,45-54 years,14,78051
Vermont,Suicides,5-14 years,Suppressed,64156
Vermont,Suicides,55-64 years,22,95379
Vermont,Suicides,65-74 years,18,75206
Vermont,Suicides,75-84 years,Suppressed,35396
Vermont,Suicides,85+ years,Suppressed,14437
Vermont,Suicides,< 1 year,Suppressed,5579
Vermont,Suicides,All Ages,110,623989
Vermont,Suicides,Not Stated,Suppressed,Not Applicable
Vermont,all accidents,1-4 years,Suppressed,23464
Vermont,all accidents,15-24 years,18,86646
Vermont,all accidents,25-34 years,52,74408
Vermont,all accidents,35-44 years,41,71267
Vermont,all accidents,45-54 years,41,78051
Vermont,all accidents,5-14 years,Suppressed,64156
Vermont,all accidents,55-64 years,35,95379
Vermont,all accidents,65-74 years,47,75206
Vermont,all accidents,75-84 years,49,35396
Vermont,all accidents,85+ years,114,14437
Vermont,all accidents,< 1 year,Suppressed,5579
Vermont,all accidents,Not Stated,Suppressed,Not Applicable
Vermont,all deaths,1-4 years,Suppressed,23464
Vermont,all deaths,15-24 years,38,86646
Vermont,all deaths,25-34 years,114,74408
Vermont,all deaths,35-44 years,135,71267
Vermont,all deaths,45-54 years,273,78051
Vermont,all deaths,5-14 years,Suppressed,64156
Vermont,all deaths,55-64 years,728,95379
Vermont,all deaths,65-74 years,1209,75206
Vermont,all deaths,75-84 years,1405,35396
Vermont,all deaths,85+ years,2024,14437
Vermont,all deaths,< 1 year,15,5579
Vermont,all deaths,All Ages,5956,623989
Vermont,all deaths,Not Stated,Suppressed,Not Applicable
Vermont,all diseases,1-4 years,Suppressed,23464
Vermont,all diseases,15-24 years,Suppressed,86646
Vermont,all diseases,25-34 years,36,74408
Vermont,all diseases,35-44 years,74,71267
Vermont,all diseases,45-54 years,214,78051
Vermont,all diseases,5-14 years,Suppressed,64156
Vermont,all diseases,55-64 years,664,95379
Vermont,all diseases,65-74 years,1143,75206
Vermont,all diseases,75-84 years,1349,35396
Vermont,all diseases,85+ years,1904,14437
Vermont,all diseases,< 1 year,13,5579
Vermont,all diseases,Not Stated,Suppressed,Not Applicable
Virginia,Alzheimers Disease,1-4 years,Suppressed,407613
Virginia,Alzheimers Disease,15-24 years,Suppressed,1113447
Virginia,Alzheimers Disease,25-34 years,Suppressed,1190381
Virginia,Alzheimers Disease,35-44 years,Suppressed,1112496
Virginia,Alzheimers Disease,45-54 years,Suppressed,1100274
Virginia,Alzheimers Disease,5-14 years,Suppressed,1040121
Virginia,Alzheimers Disease,55-64 years,Suppressed,1114417
Virginia,Alzheimers Disease,65-74 years,Suppressed,802291
Virginia,Alzheimers Disease,75-84 years,Suppressed,402130
Virginia,Alzheimers Disease,85+ years,Suppressed,154485
Virginia,Alzheimers Disease,< 1 year,Suppressed,97864
Virginia,Alzheimers Disease,All Ages,Suppressed,8535519
Virginia,Alzheimers Disease,Not Stated,Suppressed,Not Applicable
Virginia,Cancer,1-4 years,Suppressed,407613
Virginia,Cancer,15-24 years,Suppressed,1113447
Virginia,Cancer,25-34 years,Suppressed,1190381
Virginia,Cancer,35-44 years,Suppressed,1112496
Virginia,Cancer,45-54 years,Suppressed,1100274
Virginia,Cancer,5-14 years,Suppressed,1040121
Virginia,Cancer,55-64 years,Suppressed,1114417
Virginia,Cancer,65-74 years,Suppressed,802291
Virginia,Cancer,75-84 years,Suppressed,402130
